Month,Harmonised System Code,Harmonised System Description,Unit Qty,Imports ($NZD vfd),Imports ($NZD cif),Imports Qty,Status,,
201904,303590010,"Fish; frozen, n.e.c. in item no. 0303.5, whole",KGM,"36,557","38,813","17,320",Final,,
201904,303690049,"Fish; frozen, n.e.c. in item no. 0303.6, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,943,988,60,Final,,
201904,303891079,"Fish; frozen, n.e.c. in heading 0303, whole",KGM,"176,036","178,599","49,937",Final,,
201904,303892079,"Fish; frozen, n.e.c. in heading 0303, headed and gutted",KGM,216,225,14,Final,,
201904,303899036,"Fish; frozen, ling, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"251,113","252,022","24,372",Final,,
201904,303899079,"Fish; frozen, n.e.c. in heading 0303, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"32,634","33,632","3,450",Final,,
201904,304440029,"Fish fillets; fresh or chilled, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae, and Muraenolepididae, other than hake, hoki, red cod, and southern blue whiting",KGM,"3,942","4,733",300,Final,,
201904,304490077,"Fish fillets; fresh or chilled, yellowtail kingfish",KGM,"13,842","15,275",443,Final,,
201904,304590069,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, tuna, other than southern bluefin",KGM,"15,533","18,284",950,Final,,
201904,304590089,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, n.e.c. in item no. 0304.59",KGM,"3,907","4,621",366,Final,,
201904,304620000,"Fish fillets; frozen, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",KGM,"208,878","213,843","47,780",Final,,
201904,304740019,"Fish fillets; frozen, hake (Merluccius spp., Urophycis spp.), other than in blocks",KGM,581,609,76,Final,,
201904,304750019,"Fish fillets; frozen, Alaska pollack (Theragra chalcogramma), other than in blocks",KGM,65,68,3,Final,,
201904,304790010,"Fish fillets; frozen, hoki, in blocks",KGM,"97,970","99,356","16,448",Final,,
201904,304790019,"Fish fillets; frozen, hoki, other than in blocks",KGM,"335,006","340,600","56,832",Final,,
201904,304790035,"Fish fillets; frozen, southern blue whiting, other than in blocks",KGM,"167,575","170,622","33,820",Final,,
201904,304810000,"Fish fillets; frozen, salmon, Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), Atlantic (Salmo salar), and Danube (Hucho hucho)",KGM,"251,505","255,362","13,600",Final,,
201904,304870019,"Fish fillets; frozen, tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), other than southern bluefin",KGM,"269,583","271,317","9,294",Final,,
201904,304890010,"Fish fillets; frozen, of fish n.e.c. in heading 0304.8, in blocks",KGM,"785,010","791,842","44,978",Final,,
201904,304890053,"Fish fillets; frozen, other than in blocks, orange roughy",KGM,"304,248","310,931","14,752",Final,,
201904,304890057,"Fish fillets; frozen, other than in blocks, oreo dory, smooth",KGM,"542,917","547,467","31,900",Final,,
201904,304890065,"Fish fillets; frozen, other than in blocks, snapper",KGM,19,20,5,Final,,
201904,304890099,"Fish fillets; frozen, other than in blocks, n.e.c. in item no. 0304.89",KGM,"97,699","99,463","9,965",Final,,
201904,304990014,"Fish meat, excluding fillets; frozen, n.e.c. in item no. 0304.9, minced blocks",KGM,"6,580","6,609",360,Final,,
201904,304990039,"Fish meat, excluding fillets, whether or not minced; frozen, n.e.c. in item no. 0304.9",KGM,"3,631","5,258",491,Final,,
201904,305100000,"Fish; flours, meals and pellets, fit for human consumption",KGM,"2,628","2,855",678,Final,,
201904,305200019,"Fish; livers, roes and milt of fish, smoked, salted or in brine, whether or not cooked before or during the smoking process",KGM,"1,253","1,316",79,Final,,
201904,305390011,"Fish fillets; dried, n.e.c. in item no. 0305.3",KGM,132,237,72,Final,,
201904,305410010,"Fish; smoked, whether or not cooked before or during smoking, salmon, Pacific (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou, rhodurus), Atlantic (Salmo salar) and Danube (Hucho hucho), includes fillets, but excludes edible fish offal",KGM,"1,472,838","1,522,240","50,111",Final,,
201904,305540000,"Dried herrings, anchovies, sardines, sardinella, brisling or sprats, mackerel (incl Indian, jack, or horse), seerfishes, jacks, crevalles, cobia, silver pomfrets, Pacific saury, scads, capelin, swordfish, Kawakawa, bonitos, marlins, sailfishes, spearfish",KGM,"6,397","6,611",621,Final,,
201904,305590011,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5",KGM,"45,207","46,612","5,976",Final,,
201904,305630010,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, anchovies (Engrails spp.)",KGM,"2,457","2,556",130,Final,,
201904,305690011,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, n.e.c. in item no. 0305.6",KGM,411,432,63,Final,,
201904,305720000,"Fish; edible offal, fish heads, tails and maws",KGM,"27,588","27,670",129,Final,,
201904,306110001,"Crustaceans; frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water, whole",KGM,414,433,10,Final,,
201904,306110029,"Crustaceans; frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water, other than whole or tails",KGM,"10,418","10,418","1,146",Final,,
201904,306120010,"Crustaceans; frozen, lobsters (Homarus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",KGM,"114,308","123,207","8,022",Final,,
201904,306140010,"Crustaceans; frozen, crabs, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",KGM,"40,467","45,609","1,956",Final,,
201904,306170000,"Crustaceans; frozen, shrimps and prawns, excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",KGM,"5,000,192","5,088,214","421,557",Final,,
201904,306350019,"Crustaceans; fresh or chilled, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not",KGM,704,877,39,Final,,
201904,306360010,"Crustaceans; live, shrimps and prawns, excluding cold-water varieties",KGM,622,767,5,Final,,
201904,306952900,"Crustaceans; shrimps and prawns, other than smoked or whole, cooked",KGM,"24,135","25,303","1,146",Final,,
201904,306992900,"Crustaceans; including edible flours, meals, and pellets of crustaceans, n.e.c. in item no. 0306.9, other than smoked or whole, cooked",KGM,"1,556","1,620",45,Final,,
201904,307120039,"Molluscs; Pacific oysters (Crassostrea gigas), frozen, meat",DZN,"271,546","275,870","484,000",Final,,
201904,307220000,"Molluscs; scallops, whether in shell or not, including queen scallops of the genera Pecten, Chlamys or Placopecten, frozen",KGM,"203,689","214,536","12,378",Final,,
201904,307430010,"Molluscs; cuttle fish, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, frozen",KGM,"1,407","1,436",40,Final,,
201904,307430013,"Molluscs; squid, frozen, whole",KGM,"230,539","238,368","64,375",Final,,
201904,307430017,"Molluscs; squid, frozen, tubes or steaks",KGM,"473,304","486,492","71,299",Final,,
201904,307430019,"Molluscs; squid, frozen, heads and tentacles",KGM,"4,311","4,446",545,Final,,
201904,307430029,"Molluscs; squid, includes flours, meals, and pellets of molluscs, fit for human consumption, frozen, n.e.c. in item no. 0305.43",KGM,"38,620","39,049","4,682",Final,,
201904,307490043,"Molluscs; squid, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, dried",KGM,"19,367","20,041",603,Final,,
201904,307490049,"Molluscs; squid, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, salted, in brine, or smoked, cooked or not before or during the smoking process",KGM,"154,761","158,544","21,827",Final,,
201904,307520000,"Molluscs; octopus (Octopus spp.), frozen",KGM,"258,249","263,384","23,449",Final,,
201904,307590000,"Molluscs; octopus (Octopus spp.), dried, salted, in brine, or smoked, cooked or not before or during the smoking process",KGM,"6,246","6,353",426,Final,,
201904,307910069,"Molluscs; n.e.c. in heading 0307, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, live or fresh",KGM,22,27,2,Final,,
201904,307920000,"Molluscs; n.e.c. in heading 0307, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, frozen",KGM,"18,989","20,523","1,785",Final,,
201904,308199010,"Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothuroidea), dried, salted or in brine",KGM,"121,288","127,008","1,206",Final,,
201904,308309000,"Aquatic invertebrates; jellyfish (Rhopilema spp.), dried, salted or in brine",KGM,896,966,250,Final,,
201904,401100900,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, not exceeding 1%, other than fresh",KGM,"35,106","36,482","21,492",Final,,
201904,401200901,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 1% but not exceeding 6%, UHT milk",LTR,"276,756","293,539","217,061",Final,,
201904,401500019,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 10%, other than fresh",KGM,"137,465","142,445","26,627",Final,,
201904,402100002,"Dairy produce; milk and cream, concentrated or containing added sugar or other sweetening matter, skimmed milk powder, spray process, fat content not over 1.5%",KGM,"44,254","45,436","5,703",Final,,
201904,402100009,"Dairy produce; milk and cream, concentrated or containing added sugar or other sweetening matter, skimmed milk powder, not spray process, fat content not over 1.5%",KGM,"173,655","178,799","40,577",Final,,
201904,402100018,"Dairy produce; milk and cream, concentrated or containing added sugar or other sweetening matter, in powder, granules or other solid forms, fat content not over 1.5%, other than skimmed milk powder",KGM,"1,599,970","1,606,018","399,687",Final,,
201904,402210019,"Dairy produce; whole milk powder, concentrated, not containing added sugar or other sweetening matter, of a fat content exceeding 1.5% (by weight), n.e.c. in item no. 0402.21",KGM,"2,423,991","2,485,346","169,499",Final,,
201904,402210029,"Dairy produce; milk and cream, in powder, granules or other solid forms, concentrated, no added sweetening matter, of a fat content over 1.5% (by weight), n.e.c. in item no. 0402.21",KGM,"117,544","118,094","24,028",Final,,
201904,402290001,"Dairy produce; whole milk powder, containing added sugar or other sweetening matter, of a fat content exceeding 1.5% (by weight), prepared for use as infants' or invalids' foods",KGM,"84,138","85,014","1,806",Final,,
201904,402290029,"Dairy produce; milk and cream, in powder, granules or other solid forms, containing added sugar or other sweetening matter, of a fat content exceeding 1.5% (by weight), n.e.c. in item no. 0402.29",KGM,"5,399","5,851",881,Final,,
201904,402910000,"Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, other than in powder, granules or other solid forms",KGM,729,762,319,Final,,
201904,402990010,"Dairy produce; milk and cream, concentrated, containing added sugar or other sweetening matter, condensed",KGM,"539,361","555,923","180,297",Final,,
201904,402990015,"Dairy produce; milk and cream, concentrated, containing added sugar or other sweetening matter, evaporated",KGM,"114,421","118,406","32,239",Final,,
201904,402990021,"Dairy produce, milk and cream, other than concentrated, containing added sugar or other sweetening matter, Ultra-High Temperature (UHT) milk",LTR,"28,268","29,237","19,293",Final,,
201904,403100000,"Dairy produce; yoghurt, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit or cocoa",KGM,"8,229","8,693",737,Final,,
201904,403900100,"Dairy produce; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, not concentrated or sweetened, with or without flavouring, added fruit or cocoa (excluding yoghurt)",KGM,"3,921","4,123","1,088",Final,,
201904,403901100,"Dairy produce; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, concentrated or sweetened, with or without flavouring, fruit, cocoa, liquid or semi-solid (excluding yoghurt)",KGM,"129,218","129,359","31,401",Final,,
201904,403901909,"Dairy produce; buttermilk powder, produced by other than a spray process, concentrated or sweetened, with or without flavouring, added fruit or cocoa",KGM,"4,471","4,588",738,Final,,
201904,403901921,"Dairy produce; fermented or acidified milk and cream, condensed, n.e.c. in heading no. 0403",KGM,"1,994","2,112",861,Final,,
201904,403901939,"Dairy produce; fermented or acidified milk and cream, other than condensed or evaporated, n.e.c. in heading no. 0403",KGM,"1,120","1,192",156,Final,,
201904,404100000,"Dairy produce; whey, whether or not concentrated or containing added sugar or other sweetening matter",KGM,"4,425,371","4,665,444","792,970",Final,,
201904,404901900,"Dairy produce; natural milk constituents (excluding whey), concentrated or sweetened, other than liquid or semi-solid, n.e.c. in chapter 4",KGM,"529,750","543,692","128,513",Final,,
201904,405100009,"Dairy produce; derived from milk, butter, salted, creamery, in pats",KGM,"86,089","93,490","5,489",Final,,
201904,405900005,"Dairy produce; fats and oils derived from milk (other than butter or dairy spreads), ghee",KGM,"163,041","167,068","16,848",Final,,
201904,406100001,"Dairy produce; fresh cheese (including whey cheese), not fermented",KGM,"655,811","671,022","92,485",Final,,
201904,406200001,"Dairy produce; cheese, cheddar, grated or powdered",KGM,"57,589","57,589","3,577",Final,,
201904,406200029,"Dairy produce; cheese, grated or powdered, n.e.c. in item no. 0406.20",KGM,"79,856","83,774","6,501",Final,,
201904,406300000,"Dairy produce; cheese, processed (not grated or powdered)",KGM,"1,070,729","1,090,403","129,392",Final,,
201904,406400000,"Dairy produce; cheese, blue-veined and other cheese containing veins produced by Penicillium roqueforti (not grated, powdered or processed)",KGM,"93,402","101,326","6,229",Final,,
201904,406900001,"Dairy produce; cheese, in tins (not grated, powdered or processed)",KGM,"86,781","90,559","23,904",Final,,
201904,406900011,"Dairy produce; cheese, cheddar (other than in tins, not grated, powdered or processed)",KGM,"118,233","130,187","6,528",Final,,
201904,406900021,"Dairy produce; cheese, cheshire (other than in tins, not grated, powdered or processed)",KGM,"2,764","3,000",240,Final,,
201904,406900031,"Dairy produce; cheese, gouda (other than in tins, not grated, powdered or processed)",KGM,"97,327","98,155","7,861",Final,,
201904,406900039,"Dairy produce; cheese, (other than in tins, not grated, powdered or processed), n.e.c. in item no. 0406.90",KGM,"3,407,830","3,694,850","373,501",Final,,
201904,407900000,"Birds' eggs, in shell; preserved or cooked",KGM,"60,054","63,777","11,072",Final,,
201904,408110000,"Eggs; birds' eggs, yolks, dried, whether or not containing added sugar or other sweetening matter",KGM,"16,569","16,811","1,850",Final,,
201904,408910000,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter",KGM,"141,252","144,120","15,925",Final,,
201904,408990009,"Eggs; birds' eggs (not in shell, excluding yolks only), cooked by steaming or boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter",KGM,"7,569","7,766","1,353",Final,,
201904,409000025,"Honey; natural honey, extracted, in retail packs, other than Manuka honey as defined by the Ministry for Primary Industries",KGM,51,52,5,Final,,
201904,410000000,"Animal products; edible, n.e.c. in this or other chapters",KGM,"938,228","947,492","20,043",Final,,
201904,504000001,"Animal products; sausage casings, made from the guts of hogs",HNK,"847,427","866,084","48,210",Final,,
201904,504000089,"Animal products; guts bladders and stomachs of animals (other than fish), whole and pieces thereof, n.e.c. in heading no. 0504",,"262,763","270,302",,Final,,
201904,505100000,"Animal products; feathers and down, used for stuffing, not further worked than cleaned, disinfected or treated for preservation",KGM,"19,582","19,976","2,200",Final,,
201904,508000000,"Animal products; coral and similar materials, shells of molluscs, crustaceans, echinoderms, cuttle-bone, unworked or simply prepared but not cut to shape, powder and waste thereof",,"7,649","10,474",,Final,,
201904,510000019,"Animal products; for pharmaceutical use, fresh, chilled, frozen or otherwise provisionally preserved, other than ambergris",,"4,251,238","4,291,815",,Final,,
201904,511100000,Animal products; bovine semen,,"399,420","411,983",,Final,,
201904,511910001,Animal products; of fish; unfit for human consumption,KGM,"83,297","91,702","55,475",Final,,
201904,511910009,"Animal products; of crustaceans, molluscs or other aquatic invertebrates; dead animals of chapter 03, unfit for human consumption",,"186,387","200,706",,Final,,
201904,511990003,"Animal products; sinews and tendons, parings and similar waste, of raw hides or skins, of other than deer",,"92,877","95,081",,Final,,
201904,511990007,"Animal products; sheep semen, other than bovine",,"43,220","44,365",,Final,,
201904,511990008,"Animal products; semen, other than bovine, other than sheep semen",,"10,061","11,005",,Final,,
201904,511990015,"Animal products; blood, dried, unfit for human consumption, of other than deer",KGM,721,745,2,Final,,
201904,511990045,"Animal products; n.e.c. in chapter 5, embryos",,"145,005","151,001",,Final,,
201904,511990049,Animal products; n.e.c. in chapter 5,,"79,055","82,391",,Final,,
201904,601100015,"Plants, live; bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant, lilium",KGM,"217,917","234,667","46,083",Final,,
201904,601100017,"Plants, live; bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant, tulip",KGM,"66,777","80,702","23,169",Final,,
201904,602100000,"Plants, live; unrooted cuttings and slips",,"15,385","17,115",,Final,,
201904,602900001,"Plants, live; mushroom spawn",,"108,569","125,337",,Final,,
201904,602900029,"Plants, live; those plants n.e.c. in item no. 0602.90",,"150,924","161,409",,Final,,
201904,603110000,"Flowers, cut; roses, flowers and buds of a kind suitable for bouquets or ornamental purposes, fresh",NMB,"157,857","317,537","589,428",Final,,
201904,603130000,"Flowers, cut; orchids, flowers and buds of a kind suitable for bouquets or ornamental purposes, fresh",NMB,"1,344","2,350","3,330",Final,,
201904,603140000,"Flowers, cut; chrysanthemums, flowers and buds of a kind suitable for bouquets or ornamental purposes, fresh",NMB,"51,204","82,895","85,432",Final,,
201904,603190024,"Flowers, cut; alstroemeria, flowers and buds of a kind suitable for bouquets or ornamental purposes, fresh",NMB,"12,369","27,364","63,601",Final,,
201904,603190078,"Flowers, cut; n.e.c. in item no. 0603.19, flowers and buds of a kind suitable for bouquets or ornamental purposes, fresh",NMB,"15,048","30,596","12,042",Final,,
201904,603900109,"Flowers, cut; other than paeonies, flowers and buds of a kind suitable for bouquets or ornamental purposes, dried or bleached",,"6,028","7,936",,Final,,
201904,604200019,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens; other than sphagnum moss and proteaceae, suitable for bouquets or for ornamental purposes, fresh",,"43,872","81,702",,Final,,
201904,604901019,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens; other than sphagnum moss and proteaceae, suitable for bouquets or for ornamental purposes, dried or bleached",,"11,921","13,682",,Final,,
