Month,Harmonised System Code,Harmonised System Description,Unit Qty,Country,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,
202205,201300001,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, fresh or chilled",KGM,Saudi Arabia,"758,393","45,246",0,0,"758,393","45,246",Final,,,
202205,201300001,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, fresh or chilled",KGM,Singapore,"2,270,146","109,043",0,0,"2,270,146","109,043",Final,,,
202205,201300001,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, fresh or chilled",KGM,Thailand,"125,418","2,212",0,0,"125,418","2,212",Final,,,
202205,201300001,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, fresh or chilled",KGM,Taiwan,"964,225","50,890",0,0,"964,225","50,890",Final,,,
202205,201300001,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, fresh or chilled",KGM,United States of America,"13,195,460","615,145",0,0,"13,195,460","615,145",Final,,,
202205,201300001,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, fresh or chilled",KGM,Viet Nam,"94,990","3,513",0,0,"94,990","3,513",Final,,,
202205,201300001,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, fresh or chilled",KGM,Wallis and Futuna,"84,795","6,286",0,0,"84,795","6,286",Final,,,
202205,201300009,"Meat; of bovine animals, beef cuts other than according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, fresh or chilled",KGM,Canada,"14,001","1,477",0,0,"14,001","1,477",Final,,,
202205,201300009,"Meat; of bovine animals, beef cuts other than according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, fresh or chilled",KGM,"China, People's Republic of","695,120","69,082",0,0,"695,120","69,082",Final,,,
202205,201300009,"Meat; of bovine animals, beef cuts other than according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, fresh or chilled",KGM,Fiji,"14,190",539,0,0,"14,190",539,Final,,,
202205,201300009,"Meat; of bovine animals, beef cuts other than according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, fresh or chilled",KGM,Hong Kong (Special Administrative Region),"9,464",900,0,0,"9,464",900,Final,,,
202205,201300009,"Meat; of bovine animals, beef cuts other than according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, fresh or chilled",KGM,Japan,"16,823","1,148",0,0,"16,823","1,148",Final,,,
202205,201300009,"Meat; of bovine animals, beef cuts other than according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, fresh or chilled",KGM,Niue,433,34,0,0,433,34,Final,,,
202205,201300009,"Meat; of bovine animals, beef cuts other than according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, fresh or chilled",KGM,French Polynesia,"46,324","2,121",0,0,"46,324","2,121",Final,,,
202205,201300009,"Meat; of bovine animals, beef cuts other than according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, fresh or chilled",KGM,Singapore,"1,276",40,0,0,"1,276",40,Final,,,
202205,201300009,"Meat; of bovine animals, beef cuts other than according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, fresh or chilled",KGM,United States of America,"145,832","10,638",0,0,"145,832","10,638",Final,,,
202205,201300009,"Meat; of bovine animals, beef cuts other than according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, fresh or chilled",KGM,Wallis and Futuna,"23,899",955,0,0,"23,899",955,Final,,,
202205,201300011,"Meat; of bovine animals, boneless cuts of bull, fresh or chilled",KGM,United Arab Emirates,"59,197","2,108",0,0,"59,197","2,108",Final,,,
202205,201300011,"Meat; of bovine animals, boneless cuts of bull, fresh or chilled",KGM,Belgium,"27,949","1,120",0,0,"27,949","1,120",Final,,,
202205,201300011,"Meat; of bovine animals, boneless cuts of bull, fresh or chilled",KGM,Bahrain,"69,691","2,421",0,0,"69,691","2,421",Final,,,
202205,201300011,"Meat; of bovine animals, boneless cuts of bull, fresh or chilled",KGM,"China, People's Republic of","1,336,011","110,290",0,0,"1,336,011","110,290",Final,,,
202205,201300011,"Meat; of bovine animals, boneless cuts of bull, fresh or chilled",KGM,Germany,"84,057","3,299",0,0,"84,057","3,299",Final,,,
202205,201300011,"Meat; of bovine animals, boneless cuts of bull, fresh or chilled",KGM,Denmark,"153,291","5,584",0,0,"153,291","5,584",Final,,,
202205,201300011,"Meat; of bovine animals, boneless cuts of bull, fresh or chilled",KGM,Hong Kong (Special Administrative Region),"11,110",461,0,0,"11,110",461,Final,,,
202205,201300011,"Meat; of bovine animals, boneless cuts of bull, fresh or chilled",KGM,Japan,"606,627","27,649",0,0,"606,627","27,649",Final,,,
202205,201300011,"Meat; of bovine animals, boneless cuts of bull, fresh or chilled",KGM,Kuwait,"46,657","1,726",0,0,"46,657","1,726",Final,,,
202205,201300011,"Meat; of bovine animals, boneless cuts of bull, fresh or chilled",KGM,Oman,"5,964",216,0,0,"5,964",216,Final,,,
202205,201300011,"Meat; of bovine animals, boneless cuts of bull, fresh or chilled",KGM,French Polynesia,"111,559","5,968",0,0,"111,559","5,968",Final,,,
202205,201300011,"Meat; of bovine animals, boneless cuts of bull, fresh or chilled",KGM,Qatar,"18,981",694,0,0,"18,981",694,Final,,,
202205,201300011,"Meat; of bovine animals, boneless cuts of bull, fresh or chilled",KGM,Saudi Arabia,"55,656","1,973",0,0,"55,656","1,973",Final,,,
202205,201300011,"Meat; of bovine animals, boneless cuts of bull, fresh or chilled",KGM,Singapore,"80,573","3,165",0,0,"80,573","3,165",Final,,,
202205,201300011,"Meat; of bovine animals, boneless cuts of bull, fresh or chilled",KGM,Taiwan,"415,689","27,690",0,0,"415,689","27,690",Final,,,
202205,201300011,"Meat; of bovine animals, boneless cuts of bull, fresh or chilled",KGM,Viet Nam,"53,618","2,139",0,0,"53,618","2,139",Final,,,
202205,201300021,"Meat; of bovine animals, boneless cuts of veal (bobby), fresh or chilled",KGM,French Polynesia,"7,154",574,0,0,"7,154",574,Final,,,
202205,202100001,"Meat; of bovine animals, carcasses, frozen",KGM,"China, People's Republic of","66,245","16,394",0,0,"66,245","16,394",Final,,,
202205,202100001,"Meat; of bovine animals, carcasses, frozen",KGM,Netherlands,"1,507",329,0,0,"1,507",329,Final,,,
202205,202100001,"Meat; of bovine animals, carcasses, frozen",KGM,French Polynesia,"85,869","19,994",0,0,"85,869","19,994",Final,,,
202205,202200001,"Meat; of bovine animals, beef quarters of steer and heifer, P1 grade, with bone in, frozen",KGM,"China, People's Republic of","188,890","46,037",0,0,"188,890","46,037",Final,,,
202205,202200001,"Meat; of bovine animals, beef quarters of steer and heifer, P1 grade, with bone in, frozen",KGM,"Korea, Republic of","594,041","56,107",0,0,"594,041","56,107",Final,,,
202205,202200001,"Meat; of bovine animals, beef quarters of steer and heifer, P1 grade, with bone in, frozen",KGM,Malaysia,"146,221","15,521",0,0,"146,221","15,521",Final,,,
202205,202200039,"Meat; of bovine animals (excluding steer, heifer, cow and bull), beef quarters, with bone in, frozen",KGM,"China, People's Republic of","1,694,008","210,807",0,0,"1,694,008","210,807",Final,,,
202205,202200041,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, with bone in, frozen (excluding carcasses, half-carcasses and quarters)",KGM,United Arab Emirates,"8,245",573,0,0,"8,245",573,Final,,,
202205,202200041,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, with bone in, frozen (excluding carcasses, half-carcasses and quarters)",KGM,Switzerland,"159,649","31,221",0,0,"159,649","31,221",Final,,,
202205,202200041,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, with bone in, frozen (excluding carcasses, half-carcasses and quarters)",KGM,Cook Islands,405,20,0,0,405,20,Final,,,
202205,202200041,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, with bone in, frozen (excluding carcasses, half-carcasses and quarters)",KGM,"China, People's Republic of","17,197,083","2,267,146",0,0,"17,197,083","2,267,146",Final,,,
202205,202200041,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, with bone in, frozen (excluding carcasses, half-carcasses and quarters)",KGM,Fiji,"10,541",645,0,0,"10,541",645,Final,,,
202205,202200041,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, with bone in, frozen (excluding carcasses, half-carcasses and quarters)",KGM,Indonesia,"52,065","9,529",0,0,"52,065","9,529",Final,,,
202205,202200041,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, with bone in, frozen (excluding carcasses, half-carcasses and quarters)",KGM,Jordan,"1,102",52,0,0,"1,102",52,Final,,,
202205,202200041,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, with bone in, frozen (excluding carcasses, half-carcasses and quarters)",KGM,Kiribati,"1,524",81,0,0,"1,524",81,Final,,,
202205,202200041,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, with bone in, frozen (excluding carcasses, half-carcasses and quarters)",KGM,"Korea, Republic of","8,358,405","868,258",0,0,"8,358,405","868,258",Final,,,
202205,202200041,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, with bone in, frozen (excluding carcasses, half-carcasses and quarters)",KGM,Malaysia,"717,957","72,094",0,0,"717,957","72,094",Final,,,
202205,202200041,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, with bone in, frozen (excluding carcasses, half-carcasses and quarters)",KGM,Netherlands,"44,836","2,812",0,0,"44,836","2,812",Final,,,
202205,202200041,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, with bone in, frozen (excluding carcasses, half-carcasses and quarters)",KGM,French Polynesia,"19,465","1,015",0,0,"19,465","1,015",Final,,,
202205,202200041,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, with bone in, frozen (excluding carcasses, half-carcasses and quarters)",KGM,Singapore,"2,818",59,0,0,"2,818",59,Final,,,
202205,202200041,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, with bone in, frozen (excluding carcasses, half-carcasses and quarters)",KGM,Somalia,"34,499","13,750",0,0,"34,499","13,750",Final,,,
202205,202200041,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, with bone in, frozen (excluding carcasses, half-carcasses and quarters)",KGM,Tonga,"58,293","10,163",0,0,"58,293","10,163",Final,,,
202205,202200041,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, with bone in, frozen (excluding carcasses, half-carcasses and quarters)",KGM,Taiwan,"97,173","20,144",0,0,"97,173","20,144",Final,,,
