Month,Harmonised System Code,Harmonised System Description,Unit Qty,Country,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,
202203,2008993101,"Fruit; blackcurrants, prepared or preserved in ways n.e.c. in heading no. 2007 and 2008 whether or not containing added sugar, other sweetening matter or spirit",KGM,United States of America,"125,474",970,0,0,"125,474",970,Final,,,
202203,2008993111,"Fruit; boysenberries, prepared or preserved in ways n.e.c. in heading no. 2007 and 2008, whether or not containing added sugar, other sweetening matter or spirit",KGM,Cook Islands,97,10,0,0,97,10,Final,,,
202203,2008993129,"Fruit; berryfruit n.e.c. in heading no. 2008, prepared or preserved in ways n.e.c. in heading no. 2007 and 2008, whether or not containing added sugar, other sweetening matter or spirit",KGM,Australia,"1,506",30,0,0,"1,506",30,Final,,,
202203,2008993129,"Fruit; berryfruit n.e.c. in heading no. 2008, prepared or preserved in ways n.e.c. in heading no. 2007 and 2008, whether or not containing added sugar, other sweetening matter or spirit",KGM,Malaysia,"8,246","1,446",0,0,"8,246","1,446",Final,,,
202203,2008993129,"Fruit; berryfruit n.e.c. in heading no. 2008, prepared or preserved in ways n.e.c. in heading no. 2007 and 2008, whether or not containing added sugar, other sweetening matter or spirit",KGM,Singapore,"5,489",960,0,0,"5,489",960,Final,,,
202203,2008993949,"Fruit; n.e.c. in heading no. 2008, prepared or preserved in ways n.e.c. in heading no. 2007 and 2008, whether or not containing added sugar, other sweetening matter or spirit",KGM,Australia,"55,893","7,604",0,0,"55,893","7,604",Final,,,
202203,2008993949,"Fruit; n.e.c. in heading no. 2008, prepared or preserved in ways n.e.c. in heading no. 2007 and 2008, whether or not containing added sugar, other sweetening matter or spirit",KGM,Cook Islands,"9,504","2,110",0,0,"9,504","2,110",Final,,,
202203,2008993949,"Fruit; n.e.c. in heading no. 2008, prepared or preserved in ways n.e.c. in heading no. 2007 and 2008, whether or not containing added sugar, other sweetening matter or spirit",KGM,Fiji,"8,640","2,448",596,27,"9,236","2,475",Final,,,
202203,2008993949,"Fruit; n.e.c. in heading no. 2008, prepared or preserved in ways n.e.c. in heading no. 2007 and 2008, whether or not containing added sugar, other sweetening matter or spirit",KGM,Malaysia,"9,582","1,681",0,0,"9,582","1,681",Final,,,
202203,2008993949,"Fruit; n.e.c. in heading no. 2008, prepared or preserved in ways n.e.c. in heading no. 2007 and 2008, whether or not containing added sugar, other sweetening matter or spirit",KGM,French Polynesia,217,15,53,7,270,22,Final,,,
202203,2008993949,"Fruit; n.e.c. in heading no. 2008, prepared or preserved in ways n.e.c. in heading no. 2007 and 2008, whether or not containing added sugar, other sweetening matter or spirit",KGM,Singapore,"2,681",12,0,0,"2,681",12,Final,,,
202203,2008993949,"Fruit; n.e.c. in heading no. 2008, prepared or preserved in ways n.e.c. in heading no. 2007 and 2008, whether or not containing added sugar, other sweetening matter or spirit",KGM,Samoa,"5,323",915,0,0,"5,323",915,Final,,,
202203,2009111900,"Juice; orange, frozen, unfermented, (not containing added spirit or added sugar), in containers other than bulk containers",LTR,Cook Islands,"13,204","5,357",0,0,"13,204","5,357",Final,,,
202203,2009111900,"Juice; orange, frozen, unfermented, (not containing added spirit or added sugar), in containers other than bulk containers",LTR,New Caledonia,412,216,0,0,412,216,Final,,,
202203,2009111900,"Juice; orange, frozen, unfermented, (not containing added spirit or added sugar), in containers other than bulk containers",LTR,Niue,"2,416",960,0,0,"2,416",960,Final,,,
202203,2009122100,"Juice; orange, not frozen, of a Brix value not exceeding 20, unfermented, not containing added spirit, containing added sugar and not in bulk containers",LTR,Cook Islands,147,120,0,0,147,120,Final,,,
202203,2009122100,"Juice; orange, not frozen, of a Brix value not exceeding 20, unfermented, not containing added spirit, containing added sugar and not in bulk containers",LTR,Samoa,62,36,0,0,62,36,Final,,,
202203,2009122900,"Juice; orange, not frozen, of a Brix value not exceeding 20, unfermented, not containing added spirit, not containing added sugar and not in bulk containers",LTR,Australia,822,336,0,0,822,336,Final,,,
202203,2009122900,"Juice; orange, not frozen, of a Brix value not exceeding 20, unfermented, not containing added spirit, not containing added sugar and not in bulk containers",LTR,Hong Kong (Special Administrative Region),"31,787","13,684",0,0,"31,787","13,684",Final,,,
202203,2009122900,"Juice; orange, not frozen, of a Brix value not exceeding 20, unfermented, not containing added spirit, not containing added sugar and not in bulk containers",LTR,Singapore,"8,718","2,654",0,0,"8,718","2,654",Final,,,
202203,2009192100,"Juice; orange, not frozen, of a Brix value exceeding 20, unfermented, not containing added spirit, containing added sugar and not in bulk containers",LTR,Australia,"12,075","3,150",0,0,"12,075","3,150",Final,,,
202203,2009192100,"Juice; orange, not frozen, of a Brix value exceeding 20, unfermented, not containing added spirit, containing added sugar and not in bulk containers",LTR,Wallis and Futuna,"2,335",114,0,0,"2,335",114,Final,,,
202203,2009192900,"Juice; orange, not frozen, of a Brix value exceeding 20, unfermented, not containing added spirit, not containing added sugar and not in bulk containers",LTR,"Samoa, American","3,177","2,160",0,0,"3,177","2,160",Final,,,
202203,2009192900,"Juice; orange, not frozen, of a Brix value exceeding 20, unfermented, not containing added spirit, not containing added sugar and not in bulk containers",LTR,Australia,446,120,0,0,446,120,Final,,,
202203,2009192900,"Juice; orange, not frozen, of a Brix value exceeding 20, unfermented, not containing added spirit, not containing added sugar and not in bulk containers",LTR,Cook Islands,965,63,0,0,965,63,Final,,,
202203,2009192900,"Juice; orange, not frozen, of a Brix value exceeding 20, unfermented, not containing added spirit, not containing added sugar and not in bulk containers",LTR,Fiji,0,0,"11,243","3,240","11,243","3,240",Final,,,
202203,2009192900,"Juice; orange, not frozen, of a Brix value exceeding 20, unfermented, not containing added spirit, not containing added sugar and not in bulk containers",LTR,Hong Kong (Special Administrative Region),"11,989","3,281",0,0,"11,989","3,281",Final,,,
202203,2009192900,"Juice; orange, not frozen, of a Brix value exceeding 20, unfermented, not containing added spirit, not containing added sugar and not in bulk containers",LTR,New Caledonia,"21,260","1,930",0,0,"21,260","1,930",Final,,,
202203,2009192900,"Juice; orange, not frozen, of a Brix value exceeding 20, unfermented, not containing added spirit, not containing added sugar and not in bulk containers",LTR,French Polynesia,"16,451","1,062",0,0,"16,451","1,062",Final,,,
202203,2009192900,"Juice; orange, not frozen, of a Brix value exceeding 20, unfermented, not containing added spirit, not containing added sugar and not in bulk containers",LTR,Tonga,"1,324",60,0,0,"1,324",60,Final,,,
202203,2009192900,"Juice; orange, not frozen, of a Brix value exceeding 20, unfermented, not containing added spirit, not containing added sugar and not in bulk containers",LTR,Samoa,"3,143","2,040",0,0,"3,143","2,040",Final,,,
202203,2009292900,"Juice; grapefruit or pomelo, of a Brix value exceeding 20, unfermented, not containing added spirit or added sugar, not in bulk containers",LTR,Cook Islands,114,48,0,0,114,48,Final,,,
202203,2009312100,"Juice; lime, of a Brix value not exceeding 20, unfermented, not containing added spirit, containing added sugar, not in bulk containers",LTR,Niue,54,6,0,0,54,6,Final,,,
202203,2009313119,"Juice; of single citrus fruit (excluding orange, grapefruit, pomelo, lime and lemon), of a Brix value not exceeding 20, unfermented, not containing added spirit, containing added sugar, in bulk containers",LTR,Singapore,56,5,0,0,56,5,Final,,,
202203,2009314911,"Juice; lemon, of a Brix value not exceeding 20, unfermented, not containing added spirit or added sugar, not in bulk containers",LTR,Australia,"2,619",792,0,0,"2,619",792,Final,,,
202203,2009392100,"Juice; lime, of a Brix value exceeding 20, unfermented, not containing added spirit, containing added sugar, not in bulk containers",LTR,Cook Islands,273,15,0,0,273,15,Final,,,
202203,2009392900,"Juice; lime, of a Brix value exceeding 20, unfermented, not containing added spirit or added sugar, not in bulk containers",LTR,Australia,"2,172",672,0,0,"2,172",672,Final,,,
202203,2009394111,"Juice; lemon, of a Brix value exceeding 20, unfermented, not containing added spirit, containing added sugar, not in bulk containers",LTR,Singapore,"1,440",720,0,0,"1,440",720,Final,,,
202203,2009394911,"Juice; lemon, of a Brix value exceeding 20, unfermented, not containing added spirit or added sugar, not in bulk containers",LTR,Australia,"18,240","2,352",0,0,"18,240","2,352",Final,,,
202203,2009394911,"Juice; lemon, of a Brix value exceeding 20, unfermented, not containing added spirit or added sugar, not in bulk containers",LTR,Cook Islands,273,15,0,0,273,15,Final,,,
202203,2009394919,"Juice; of single citrus fruit, (excluding orange, grapefruit, pomelo, lime and lemon), of a Brix value exceeding 20, unfermented, not containing added spirit or added sugar, not in bulk containers",LTR,Australia,"36,480","4,704",0,0,"36,480","4,704",Final,,,
202203,2009394919,"Juice; of single citrus fruit, (excluding orange, grapefruit, pomelo, lime and lemon), of a Brix value exceeding 20, unfermented, not containing added spirit or added sugar, not in bulk containers",LTR,Singapore,"8,140",421,0,0,"8,140",421,Final,,,
202203,2009410029,"Juice; pineapple, of a Brix value not exceeding 20, unfermented, not containing added spirit or added sugar, not in bulk containers",LTR,Cook Islands,40,24,0,0,40,24,Final,,,
202203,2009410029,"Juice; pineapple, of a Brix value not exceeding 20, unfermented, not containing added spirit or added sugar, not in bulk containers",LTR,Samoa,515,300,0,0,515,300,Final,,,
202203,2009490029,"Juice; pineapple, of a Brix value exceeding 20, unfermented, not containing added spirit or added sugar, not in bulk containers",LTR,Australia,799,160,0,0,799,160,Final,,,
202203,2009490029,"Juice; pineapple, of a Brix value exceeding 20, unfermented, not containing added spirit or added sugar, not in bulk containers",LTR,Cook Islands,57,24,0,0,57,24,Final,,,
202203,2009501900,"Juice; tomato, unfermented, not containing added spirit or added sugar, in containers other than bulk containers",LTR,Cook Islands,285,120,0,0,285,120,Final,,,
202203,2009501900,"Juice; tomato, unfermented, not containing added spirit or added sugar, in containers other than bulk containers",LTR,Niue,77,3,0,0,77,3,Final,,,
202203,2009612100,"Juice; grape, of a Brix value not exceeding 30, unfermented, not containing added spirit, containing added sugar, not in bulk containers",LTR,Fiji,"3,360",72,0,0,"3,360",72,Final,,,
202203,2009692900,"Juice; grape, of a Brix value exceeding 30, unfermented, not containing added spirit or added sugar, in containers other than bulk containers",LTR,Cook Islands,115,48,0,0,115,48,Final,,,
202203,2009692900,"Juice; grape, of a Brix value exceeding 30, unfermented, not containing added spirit or added sugar, in containers other than bulk containers",LTR,New Caledonia,35,50,"2,588",404,"2,623",454,Final,,,
202203,2009712100,"Juice; apple, of a Brix value not exceeding 20, unfermented, not containing added spirit, containing added sugar, not in bulk containers",LTR,Cook Islands,316,240,0,0,316,240,Final,,,
202203,2009712100,"Juice; apple, of a Brix value not exceeding 20, unfermented, not containing added spirit, containing added sugar, not in bulk containers",LTR,Samoa,515,300,0,0,515,300,Final,,,
202203,2009712900,"Juice; apple, of a Brix value not exceeding 20, unfermented, not containing added spirit or added sugar, not in bulk containers",LTR,Australia,"40,070","18,479",0,0,"40,070","18,479",Final,,,
202203,2009712900,"Juice; apple, of a Brix value not exceeding 20, unfermented, not containing added spirit or added sugar, not in bulk containers",LTR,Hong Kong (Special Administrative Region),"34,974","9,763",0,0,"34,974","9,763",Final,,,
202203,2009712900,"Juice; apple, of a Brix value not exceeding 20, unfermented, not containing added spirit or added sugar, not in bulk containers",LTR,Singapore,"9,709","4,128",0,0,"9,709","4,128",Final,,,
202203,2009712900,"Juice; apple, of a Brix value not exceeding 20, unfermented, not containing added spirit or added sugar, not in bulk containers",LTR,Taiwan,"136,597","46,800",0,0,"136,597","46,800",Final,,,
202203,2009793900,"Juice; apple, of a Brix value exceeding 20, unfermented, not containing added spirit or added sugar, in bulk containers",LTR,Australia,"25,802","6,111",0,0,"25,802","6,111",Final,,,
202203,2009793900,"Juice; apple, of a Brix value exceeding 20, unfermented, not containing added spirit or added sugar, in bulk containers",LTR,Japan,"63,118","14,400",0,0,"63,118","14,400",Final,,,
202203,2009793900,"Juice; apple, of a Brix value exceeding 20, unfermented, not containing added spirit or added sugar, in bulk containers",LTR,"Korea, Republic of","100,382","26,400",0,0,"100,382","26,400",Final,,,
202203,2009794100,"Juice; apple, of a Brix value exceeding 20, unfermented, not containing added spirit, containing added sugar, in containers other than bulk containers",LTR,Australia,"22,345","11,520",0,0,"22,345","11,520",Final,,,
202203,2009794100,"Juice; apple, of a Brix value exceeding 20, unfermented, not containing added spirit, containing added sugar, in containers other than bulk containers",LTR,Singapore,"8,144","1,440",0,0,"8,144","1,440",Final,,,
202203,2009794900,"Juice; apple, of a Brix value exceeding 20, unfermented, not containing added spirit or added sugar, in containers other than bulk containers",LTR,"Samoa, American","2,165","1,464",0,0,"2,165","1,464",Final,,,
202203,2009794900,"Juice; apple, of a Brix value exceeding 20, unfermented, not containing added spirit or added sugar, in containers other than bulk containers",LTR,Cook Islands,"1,071",358,0,0,"1,071",358,Final,,,
202203,2009794900,"Juice; apple, of a Brix value exceeding 20, unfermented, not containing added spirit or added sugar, in containers other than bulk containers",LTR,Hong Kong (Special Administrative Region),"6,052","2,280",0,0,"6,052","2,280",Final,,,
202203,2009794900,"Juice; apple, of a Brix value exceeding 20, unfermented, not containing added spirit or added sugar, in containers other than bulk containers",LTR,Japan,"125,882","28,000",0,0,"125,882","28,000",Final,,,
202203,2009794900,"Juice; apple, of a Brix value exceeding 20, unfermented, not containing added spirit or added sugar, in containers other than bulk containers",LTR,New Caledonia,"2,675",95,0,0,"2,675",95,Final,,,
202203,2009794900,"Juice; apple, of a Brix value exceeding 20, unfermented, not containing added spirit or added sugar, in containers other than bulk containers",LTR,French Polynesia,"3,110",111,0,0,"3,110",111,Final,,,
202203,2009794900,"Juice; apple, of a Brix value exceeding 20, unfermented, not containing added spirit or added sugar, in containers other than bulk containers",LTR,Tonga,"1,838",90,0,0,"1,838",90,Final,,,
202203,2009794900,"Juice; apple, of a Brix value exceeding 20, unfermented, not containing added spirit or added sugar, in containers other than bulk containers",LTR,Taiwan,"63,643","14,000",0,0,"63,643","14,000",Final,,,
202203,2009794900,"Juice; apple, of a Brix value exceeding 20, unfermented, not containing added spirit or added sugar, in containers other than bulk containers",LTR,United States of America,"66,616","14,200",0,0,"66,616","14,200",Final,,,
202203,2009794900,"Juice; apple, of a Brix value exceeding 20, unfermented, not containing added spirit or added sugar, in containers other than bulk containers",LTR,Samoa,876,576,0,0,876,576,Final,,,
202203,2009811000,"Juice; cranberry (Vaccinium macrocarpon, Vaccinium oxycoccos); Iingonberry (Vaccinium vitis-idaea), unfermented, not containing added spirit, in bulk containers, containing added sugar or other sweetening matter",LTR,Cook Islands,237,144,0,0,237,144,Final,,,
202203,2009812000,"Juice; cranberry (Vaccinium macrocarpon, Vaccinium oxycoccos); Iingonberry (Vaccinium vitis-idaea), unfermented, not containing added spirit, in bulk containers, not containing added sugar or other sweetening matter",LTR,Australia,0,0,"31,036","3,520","31,036","3,520",Final,,,
202203,2009819010,"Juice; cranberry (Vaccinium macrocarpon, Vaccinium oxycoccos); Iingonberry (Vaccinium vitis-idaea), unfermented, not containing added spirit, in containers other than bulk containers, containing added sugar or other sweetening matter",LTR,Niue,149,6,0,0,149,6,Final,,,
202203,2009819019,"Juice; cranberry (Vaccinium macrocarpon, Vaccinium oxycoccos); Iingonberry (Vaccinium vitis-idaea), unfermented, not containing added spirit, in containers other than bulk containers, not containing added sugar or other sweetening matter",LTR,Cook Islands,942,396,0,0,942,396,Final,,,
202203,2009891010,"Juice; passionfruit, unfermented, not containing added spirit, in bulk containers, containing added sugar or other sweetening matter",LTR,Australia,"10,560","1,200",0,0,"10,560","1,200",Final,,,
202203,2009891025,"Juice; of single nuts n.e.c. in heading 2009, unfermented, not containing added spirit, in bulk containers, containing added sugar or other sweetening matter",LTR,Fiji,238,66,0,0,238,66,Final,,,
202203,2009891025,"Juice; of single nuts n.e.c. in heading 2009, unfermented, not containing added spirit, in bulk containers, containing added sugar or other sweetening matter",LTR,Hong Kong (Special Administrative Region),"22,245","14,856",0,0,"22,245","14,856",Final,,,
202203,2009891025,"Juice; of single nuts n.e.c. in heading 2009, unfermented, not containing added spirit, in bulk containers, containing added sugar or other sweetening matter",LTR,New Caledonia,302,79,0,0,302,79,Final,,,
202203,2009891025,"Juice; of single nuts n.e.c. in heading 2009, unfermented, not containing added spirit, in bulk containers, containing added sugar or other sweetening matter",LTR,French Polynesia,"2,109",572,0,0,"2,109",572,Final,,,
202203,2009892015,"Juice; blackcurrant concentrate, unfermented, not containing added spirit, in bulk containers, not containing added sugar or other sweetening matter",LTR,"China, People's Republic of","15,172",100,0,0,"15,172",100,Final,,,
202203,2009892015,"Juice; blackcurrant concentrate, unfermented, not containing added spirit, in bulk containers, not containing added sugar or other sweetening matter",LTR,Japan,"335,803","18,700",0,0,"335,803","18,700",Final,,,
202203,2009892015,"Juice; blackcurrant concentrate, unfermented, not containing added spirit, in bulk containers, not containing added sugar or other sweetening matter",LTR,Philippines,"6,167",260,0,0,"6,167",260,Final,,,
202203,2009892039,"Juice; of single vegetables n.e.c. in heading 2009, unfermented, not containing added spirit, in bulk containers, not containing added sugar or other sweetening matter",LTR,Japan,"1,839,816","432,000",0,0,"1,839,816","432,000",Final,,,
202203,2009893020,"Juice; of single fruits n.e.c. in heading no. 2009, unfermented, not containing added spirit, in containers other than bulk containers, containing added sugar or other sweetening matter",LTR,Australia,"50,525","43,298",0,0,"50,525","43,298",Final,,,
202203,2009893020,"Juice; of single fruits n.e.c. in heading no. 2009, unfermented, not containing added spirit, in containers other than bulk containers, containing added sugar or other sweetening matter",LTR,Cook Islands,"1,300",363,0,0,"1,300",363,Final,,,
202203,2009893020,"Juice; of single fruits n.e.c. in heading no. 2009, unfermented, not containing added spirit, in containers other than bulk containers, containing added sugar or other sweetening matter",LTR,Fiji,72,1,0,0,72,1,Final,,,
202203,2009893020,"Juice; of single fruits n.e.c. in heading no. 2009, unfermented, not containing added spirit, in containers other than bulk containers, containing added sugar or other sweetening matter",LTR,Nauru,"7,632","10,222",835,360,"8,467","10,582",Final,,,
202203,2009893020,"Juice; of single fruits n.e.c. in heading no. 2009, unfermented, not containing added spirit, in containers other than bulk containers, containing added sugar or other sweetening matter",LTR,Niue,547,27,0,0,547,27,Final,,,
202203,2009893020,"Juice; of single fruits n.e.c. in heading no. 2009, unfermented, not containing added spirit, in containers other than bulk containers, containing added sugar or other sweetening matter",LTR,Tonga,"1,496",119,0,0,"1,496",119,Final,,,
202203,2009893021,"Juice; passionfruit, unfermented, not containing added spirit, in containers other than bulk containers, not containing added sugar or other sweetening matter",LTR,Australia,"390,207","347,172",0,0,"390,207","347,172",Final,,,
202203,2009893040,"Juice; of single nuts n.e.c. in heading no. 2009, unfermented, not containing added spirit, in containers other than bulk containers, not containing added sugar or other sweetening matter",LTR,Australia,"399,857","46,778",0,0,"399,857","46,778",Final,,,
202203,2009893040,"Juice; of single nuts n.e.c. in heading no. 2009, unfermented, not containing added spirit, in containers other than bulk containers, not containing added sugar or other sweetening matter",LTR,Cook Islands,86,48,0,0,86,48,Final,,,
202203,2009893040,"Juice; of single nuts n.e.c. in heading no. 2009, unfermented, not containing added spirit, in containers other than bulk containers, not containing added sugar or other sweetening matter",LTR,Hong Kong (Special Administrative Region),"3,135",847,0,0,"3,135",847,Final,,,
202203,2009893040,"Juice; of single nuts n.e.c. in heading no. 2009, unfermented, not containing added spirit, in containers other than bulk containers, not containing added sugar or other sweetening matter",LTR,United States of America,"109,189","28,400",0,0,"109,189","28,400",Final,,,
202203,2009893040,"Juice; of single nuts n.e.c. in heading no. 2009, unfermented, not containing added spirit, in containers other than bulk containers, not containing added sugar or other sweetening matter",LTR,Samoa,"1,133",660,0,0,"1,133",660,Final,,,
202203,2009899000,"Juice; of single vegetables n.e.c. in heading no. 2009, unfermented, not containing added spirit, in containers other than bulk containers, not containing added sugar or other sweetening matter",LTR,Taiwan,"512,139","126,300",0,0,"512,139","126,300",Final,,,
202203,2009899000,"Juice; of single vegetables n.e.c. in heading no. 2009, unfermented, not containing added spirit, in containers other than bulk containers, not containing added sugar or other sweetening matter",LTR,United States of America,"234,283","65,868",0,0,"234,283","65,868",Final,,,
202203,2009899000,"Juice; of single vegetables n.e.c. in heading no. 2009, unfermented, not containing added spirit, in containers other than bulk containers, not containing added sugar or other sweetening matter",LTR,Viet Nam,"39,337","10,000",0,0,"39,337","10,000",Final,,,
202203,2009899210,"Juice; of single nuts n.e.c. in heading no. 2009, unfermented, not containing added spirit, in containers other than bulk containers, containing added sugar or other sweetening matter",LTR,Cook Islands,717,475,0,0,717,475,Final,,,
202203,2009900102,"Juice; mixtures of fruit juices (but not nut juice), unfermented, not containing added spirit, in bulk containers, containing added sugar or other sweetening matter",LTR,United Arab Emirates,"1,077",606,0,0,"1,077",606,Final,,,
202203,2009900102,"Juice; mixtures of fruit juices (but not nut juice), unfermented, not containing added spirit, in bulk containers, containing added sugar or other sweetening matter",LTR,Cook Islands,622,480,0,0,622,480,Final,,,
202203,2009900902,"Juice; mixtures of fruit juices (but not nut juice), unfermented, not containing added spirit, in bulk containers, not containing added sugar or other sweetening matter",LTR,Australia,"1,862",536,0,0,"1,862",536,Final,,,
202203,2009901102,"Juice; mixtures of fruit juices, unfermented, not containing added spirit, in containers other than bulk containers, containing added sugar or other sweetening matter",LTR,Australia,"669,485","544,735",0,0,"669,485","544,735",Final,,,
202203,2009901102,"Juice; mixtures of fruit juices, unfermented, not containing added spirit, in containers other than bulk containers, containing added sugar or other sweetening matter",LTR,Cook Islands,722,525,0,0,722,525,Final,,,
202203,2009901102,"Juice; mixtures of fruit juices, unfermented, not containing added spirit, in containers other than bulk containers, containing added sugar or other sweetening matter",LTR,Fiji,"1,300","6,552",0,0,"1,300","6,552",Final,,,
202203,2009901102,"Juice; mixtures of fruit juices, unfermented, not containing added spirit, in containers other than bulk containers, containing added sugar or other sweetening matter",LTR,Malaysia,"8,568",504,0,0,"8,568",504,Final,,,
202203,2009901102,"Juice; mixtures of fruit juices, unfermented, not containing added spirit, in containers other than bulk containers, containing added sugar or other sweetening matter",LTR,New Caledonia,"3,024",720,0,0,"3,024",720,Final,,,
202203,2009901102,"Juice; mixtures of fruit juices, unfermented, not containing added spirit, in containers other than bulk containers, containing added sugar or other sweetening matter",LTR,Niue,"3,253",356,0,0,"3,253",356,Final,,,
202203,2009901102,"Juice; mixtures of fruit juices, unfermented, not containing added spirit, in containers other than bulk containers, containing added sugar or other sweetening matter",LTR,Singapore,"10,990","2,873",0,0,"10,990","2,873",Final,,,
202203,2009902100,"Juice; mixtures of fruit juices, unfermented, not containing added spirit, in containers other than bulk containers, not containing added sugar or other sweetening matter",LTR,"Samoa, American","39,085","95,993",0,0,"39,085","95,993",Final,,,
202203,2009902100,"Juice; mixtures of fruit juices, unfermented, not containing added spirit, in containers other than bulk containers, not containing added sugar or other sweetening matter",LTR,Australia,"30,839","9,603",0,0,"30,839","9,603",Final,,,
202203,2009902100,"Juice; mixtures of fruit juices, unfermented, not containing added spirit, in containers other than bulk containers, not containing added sugar or other sweetening matter",LTR,Cook Islands,"62,076","30,917",0,0,"62,076","30,917",Final,,,
202203,2009902100,"Juice; mixtures of fruit juices, unfermented, not containing added spirit, in containers other than bulk containers, not containing added sugar or other sweetening matter",LTR,Hong Kong (Special Administrative Region),"105,037","27,298",0,0,"105,037","27,298",Final,,,
202203,2009902100,"Juice; mixtures of fruit juices, unfermented, not containing added spirit, in containers other than bulk containers, not containing added sugar or other sweetening matter",LTR,Malaysia,"27,966","7,786",0,0,"27,966","7,786",Final,,,
202203,2009902100,"Juice; mixtures of fruit juices, unfermented, not containing added spirit, in containers other than bulk containers, not containing added sugar or other sweetening matter",LTR,New Caledonia,"15,105",467,0,0,"15,105",467,Final,,,
202203,2009902100,"Juice; mixtures of fruit juices, unfermented, not containing added spirit, in containers other than bulk containers, not containing added sugar or other sweetening matter",LTR,Niue,721,336,0,0,721,336,Final,,,
202203,2009902100,"Juice; mixtures of fruit juices, unfermented, not containing added spirit, in containers other than bulk containers, not containing added sugar or other sweetening matter",LTR,French Polynesia,"27,223",980,0,0,"27,223",980,Final,,,
202203,2009902100,"Juice; mixtures of fruit juices, unfermented, not containing added spirit, in containers other than bulk containers, not containing added sugar or other sweetening matter",LTR,Singapore,"53,952","19,102",0,0,"53,952","19,102",Final,,,
202203,2009902100,"Juice; mixtures of fruit juices, unfermented, not containing added spirit, in containers other than bulk containers, not containing added sugar or other sweetening matter",LTR,Tonga,"6,806",339,0,0,"6,806",339,Final,,,
202203,2009902100,"Juice; mixtures of fruit juices, unfermented, not containing added spirit, in containers other than bulk containers, not containing added sugar or other sweetening matter",LTR,Samoa,"17,398","9,084",0,0,"17,398","9,084",Final,,,
202203,2009902900,"Juice; mixtures of vegetable juices, unfermented, not containing added spirit, in containers other than bulk containers, not containing added sugar or other sweetening matter",LTR,Australia,"1,827",701,0,0,"1,827",701,Final,,,
202203,2009902900,"Juice; mixtures of vegetable juices, unfermented, not containing added spirit, in containers other than bulk containers, not containing added sugar or other sweetening matter",LTR,Cook Islands,0,0,909,345,909,345,Final,,,
202203,2009902900,"Juice; mixtures of vegetable juices, unfermented, not containing added spirit, in containers other than bulk containers, not containing added sugar or other sweetening matter",LTR,Hong Kong (Special Administrative Region),"79,245","23,949",0,0,"79,245","23,949",Final,,,
202203,2009902900,"Juice; mixtures of vegetable juices, unfermented, not containing added spirit, in containers other than bulk containers, not containing added sugar or other sweetening matter",LTR,Singapore,"20,669","8,013",0,0,"20,669","8,013",Final,,,
202203,2101110001,"Extracts, essences and concentrates; of coffee, soluble or instant coffee in dry form, in packs not exceeding 1kg",KGM,Australia,"666,493","24,932",0,0,"666,493","24,932",Final,,,
202203,2101110001,"Extracts, essences and concentrates; of coffee, soluble or instant coffee in dry form, in packs not exceeding 1kg",KGM,Cook Islands,"2,704",134,0,0,"2,704",134,Final,,,
202203,2101110001,"Extracts, essences and concentrates; of coffee, soluble or instant coffee in dry form, in packs not exceeding 1kg",KGM,Fiji,"34,206",858,0,0,"34,206",858,Final,,,
202203,2101110001,"Extracts, essences and concentrates; of coffee, soluble or instant coffee in dry form, in packs not exceeding 1kg",KGM,United States of America,258,9,0,0,258,9,Final,,,
202203,2101110005,"Extracts, essences and concentrates; of coffee, soluble or instant coffee in dry form, in packs exceeding 1kg",KGM,Australia,"3,762",470,0,0,"3,762",470,Final,,,
202203,2101110005,"Extracts, essences and concentrates; of coffee, soluble or instant coffee in dry form, in packs exceeding 1kg",KGM,Fiji,"1,914",180,0,0,"1,914",180,Final,,,
202203,2101110005,"Extracts, essences and concentrates; of coffee, soluble or instant coffee in dry form, in packs exceeding 1kg",KGM,Niue,67,4,0,0,67,4,Final,,,
202203,2101110009,"Extracts, essences and concentrates; of coffee, excluding soluble or instant coffee in dry form",,Australia,"24,438",,0,,"24,438",,Final,,,
202203,2101121000,"Preparations with a basis of extracts, essences or concentrates or with a basis of coffee; coffee pastes of mixtures of ground, roasted coffee, with vegetable fats and sometimes other ingredients",,Malaysia,"17,152",,0,,"17,152",,Final,,,
202203,2101129002,"Preparations with a basis of extracts, essences or concentrates or with a basis of coffee; n.e.c. in item no. 2101.12.10, mixtures of coffee and other ingredients in dry form, in packs not exceeding 1kg",KGM,Canada,"21,884","1,848",0,0,"21,884","1,848",Final,,,
202203,2101129002,"Preparations with a basis of extracts, essences or concentrates or with a basis of coffee; n.e.c. in item no. 2101.12.10, mixtures of coffee and other ingredients in dry form, in packs not exceeding 1kg",KGM,United Kingdom,"4,160","2,086",0,0,"4,160","2,086",Final,,,
202203,2101129029,"Preparations with a basis of extracts, essences or concentrates or with a basis of coffee; n.e.c. in item no. 2101.12.10, (excluding mixtures of coffee and other ingredients in dry form)",KGM,Australia,"3,175",397,0,0,"3,175",397,Final,,,
202203,2101129029,"Preparations with a basis of extracts, essences or concentrates or with a basis of coffee; n.e.c. in item no. 2101.12.10, (excluding mixtures of coffee and other ingredients in dry form)",KGM,Canada,"30,425","9,628",0,0,"30,425","9,628",Final,,,
