Month,Harmonised System Code,Harmonised System Description,Unit Qty,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,,
202205,204300018,"Meat; of sheep, lamb carcasses and half-carcasses, PL grade, frozen",KGM,"5,551",463,0,0,"5,551",463,Final,,,,
202205,204300022,"Meat; of sheep, lamb carcasses and half-carcasses, PM grade, frozen",KGM,"653,641","75,125",0,0,"653,641","75,125",Final,,,,
202205,204300028,"Meat; of sheep, lamb carcasses and half-carcasses, PX grade, frozen",KGM,"702,334","72,878",0,0,"702,334","72,878",Final,,,,
202205,204300032,"Meat; of sheep, lamb carcasses and half-carcasses, YL grade, frozen",KGM,"1,745,474","146,214",0,0,"1,745,474","146,214",Final,,,,
202205,204300038,"Meat; of sheep, lamb carcasses and half-carcasses, YM grade, frozen",KGM,"3,414,804","336,661",0,0,"3,414,804","336,661",Final,,,,
202205,204300042,"Meat; of sheep, lamb carcasses and half-carcasses, YX grade, frozen",KGM,"476,626","39,931",0,0,"476,626","39,931",Final,,,,
202205,204300048,"Meat; of sheep, lamb carcasses and half-carcasses n.e.c. in item no. 0204.30, frozen",KGM,"341,494","33,839",0,0,"341,494","33,839",Final,,,,
202205,204410022,"Meat; of sheep, mutton carcasses and half-carcasses, MF grade, frozen",KGM,"84,577","9,644",0,0,"84,577","9,644",Final,,,,
202205,204410028,"Meat; of sheep, mutton carcasses and half-carcasses, MH grade, frozen",KGM,"389,462","43,123",0,0,"389,462","43,123",Final,,,,
202205,204410032,"Meat; of sheep, mutton carcasses and half-carcasses, ML grade, frozen",KGM,"1,825,256","223,799",0,0,"1,825,256","223,799",Final,,,,
202205,204410038,"Meat; of sheep, mutton carcasses and half-carcasses, MM grade, frozen",KGM,"275,892","32,359",0,0,"275,892","32,359",Final,,,,
202205,204410042,"Meat; of sheep, mutton carcasses and half-carcasses, MX grade, frozen",KGM,"12,903,571","1,541,225",0,0,"12,903,571","1,541,225",Final,,,,
202205,204410048,"Meat; of sheep, mutton carcasses and half-carcasses n.e.c. in item no. 0204.41, frozen",KGM,"325,376","41,514",0,0,"325,376","41,514",Final,,,,
202205,204420001,"Meat; of sheep, lamb cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,"290,535,932","23,975,998","6,325",700,"290,542,257","23,976,698",Final,,,,
202205,204420009,"Meat; of sheep (excluding lamb), cuts with bone in, frozen (excluding carcasses and half-carcasses)",KGM,"20,347,519","2,621,104",0,0,"20,347,519","2,621,104",Final,,,,
202205,204430001,"Meat; of sheep, boneless cuts of lamb, frozen",KGM,"46,624,270","2,969,828",0,0,"46,624,270","2,969,828",Final,,,,
202205,204430009,"Meat; of sheep (excluding lamb), boneless cuts, frozen",KGM,"5,101,896","326,840",0,0,"5,101,896","326,840",Final,,,,
202205,204500000,"Meat; of goats, fresh, chilled or frozen",KGM,"1,269,750","88,692",0,0,"1,269,750","88,692",Final,,,,
202205,206100009,"Offal, edible; of bovine animals, hearts, fresh or chilled",KGM,771,49,0,0,771,49,Final,,,,
202205,206100029,"Offal, edible; of bovine animals, tongues, fresh or chilled",KGM,"256,319","10,007",0,0,"256,319","10,007",Final,,,,
202205,206100039,"Offal, edible; of bovine animals, n.e.c. in item no. 0206.10, fresh or chilled",KGM,"622,108","42,516",0,0,"622,108","42,516",Final,,,,
202205,206210000,"Offal, edible; of bovine animals, tongues, frozen",KGM,"6,721,111","624,788",0,0,"6,721,111","624,788",Final,,,,
202205,206220000,"Offal, edible; of bovine animals, livers, frozen",KGM,"1,703,040","769,779",0,0,"1,703,040","769,779",Final,,,,
202205,206290009,"Offal, edible; of bovine animals, hearts, frozen",KGM,"1,151,116","261,156",0,0,"1,151,116","261,156",Final,,,,
202205,206290011,"Offal, edible; of bovine animals, kidneys, frozen",KGM,"335,781","85,456",0,0,"335,781","85,456",Final,,,,
202205,206290019,"Offal, edible; of bovine animals, sweetbreads, frozen",KGM,"16,079","1,224",0,0,"16,079","1,224",Final,,,,
202205,206290029,"Offal, edible; of bovine animals, n.e.c. in item no. 0206.2, frozen",KGM,"15,548,917","1,751,840",0,0,"15,548,917","1,751,840",Final,,,,
202205,206900001,"Offal, edible; of lamb, brains, frozen",KGM,"56,191","5,343",0,0,"56,191","5,343",Final,,,,
202205,206900009,"Offal, edible; of lamb, hearts, frozen",KGM,"951,346","183,445",0,0,"951,346","183,445",Final,,,,
202205,206900011,"Offal, edible; of lamb, kidneys, frozen",KGM,"1,034,502","116,664",0,0,"1,034,502","116,664",Final,,,,
202205,206900019,"Offal, edible; of lamb, livers, frozen",KGM,"1,786,600","884,135",0,0,"1,786,600","884,135",Final,,,,
202205,206900021,"Offal, edible; of lamb, sweetbreads, frozen",KGM,"128,337","20,117",0,0,"128,337","20,117",Final,,,,
202205,206900029,"Offal, edible; of lamb, tongues, frozen",KGM,"34,801","3,504",0,0,"34,801","3,504",Final,,,,
202205,206900039,"Offal, edible; of lamb, n.e.c. in item no. 0206.90, frozen",KGM,"3,138,141","327,228",0,0,"3,138,141","327,228",Final,,,,
