Month,Harmonised System Code,Harmonised System Description,Unit Qty,Country,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,
202304,302891049,"Fish; fresh or chilled, tarakihi, whole",KGM,Hong Kong (Special Administrative Region),813,76,0,0,813,76,Provisional,,,
202304,302891055,"Fish; fresh or chilled, trevally, whole",KGM,Australia,"100,662","11,482",0,0,"100,662","11,482",Provisional,,,
202304,302891055,"Fish; fresh or chilled, trevally, whole",KGM,Canada,"1,074",112,0,0,"1,074",112,Provisional,,,
202304,302891055,"Fish; fresh or chilled, trevally, whole",KGM,Switzerland,"1,761",154,0,0,"1,761",154,Provisional,,,
202304,302891055,"Fish; fresh or chilled, trevally, whole",KGM,Hong Kong (Special Administrative Region),190,11,0,0,190,11,Provisional,,,
202304,302891055,"Fish; fresh or chilled, trevally, whole",KGM,United States of America,"3,439",231,0,0,"3,439",231,Provisional,,,
202304,302891065,"Fish; fresh or chilled, yellowtail kingfish, whole",KGM,Australia,"7,798",519,0,0,"7,798",519,Provisional,,,
202304,302891065,"Fish; fresh or chilled, yellowtail kingfish, whole",KGM,Canada,"7,877",469,0,0,"7,877",469,Provisional,,,
202304,302891065,"Fish; fresh or chilled, yellowtail kingfish, whole",KGM,Switzerland,"1,829",126,0,0,"1,829",126,Provisional,,,
202304,302891065,"Fish; fresh or chilled, yellowtail kingfish, whole",KGM,United States of America,"8,304",470,0,0,"8,304",470,Provisional,,,
202304,302891079,"Fish; fresh or chilled, n.e.c. in heading 0302, whole",KGM,Australia,"118,970","9,327",0,0,"118,970","9,327",Provisional,,,
202304,302891079,"Fish; fresh or chilled, n.e.c. in heading 0302, whole",KGM,Canada,337,48,0,0,337,48,Provisional,,,
202304,302891079,"Fish; fresh or chilled, n.e.c. in heading 0302, whole",KGM,Switzerland,"2,933",211,0,0,"2,933",211,Provisional,,,
202304,302891079,"Fish; fresh or chilled, n.e.c. in heading 0302, whole",KGM,United States of America,"20,209",841,0,0,"20,209",841,Provisional,,,
202304,302892010,"Fish; fresh or chilled, bluenose, headed and gutted",KGM,Australia,"25,810","1,531",0,0,"25,810","1,531",Provisional,,,
202304,302892015,"Fish; fresh or chilled, groper, headed and gutted",KGM,Australia,"75,550","5,146",0,0,"75,550","5,146",Provisional,,,
202304,302892015,"Fish; fresh or chilled, groper, headed and gutted",KGM,United States of America,"40,721","1,824",0,0,"40,721","1,824",Provisional,,,
202304,302892035,"Fish; fresh or chilled, monkfish, headed and gutted",KGM,Australia,"5,102",355,0,0,"5,102",355,Provisional,,,
202304,302892049,"Fish; fresh or chilled, tarakihi, headed and gutted",KGM,Australia,"2,922",202,0,0,"2,922",202,Provisional,,,
202304,302892079,"Fish; fresh or chilled, n.e.c. in heading 0302, headed and gutted",KGM,Australia,"601,654","51,353",0,0,"601,654","51,353",Provisional,,,
202304,302892079,"Fish; fresh or chilled, n.e.c. in heading 0302, headed and gutted",KGM,United States of America,"2,290",161,0,0,"2,290",161,Provisional,,,
202304,302899011,"Fish; fresh or chilled, bluenose, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,Australia,"15,246",935,0,0,"15,246",935,Provisional,,,
202304,302899013,"Fish; fresh or chilled, groper, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,Australia,"114,487","7,499",0,0,"114,487","7,499",Provisional,,,
202304,302899013,"Fish; fresh or chilled, groper, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,United States of America,"36,541","1,826",0,0,"36,541","1,826",Provisional,,,
202304,302899021,"Fish; fresh or chilled, John Dory, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,Australia,622,92,0,0,622,92,Provisional,,,
202304,302899033,"Fish; fresh or chilled, tarakihi, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,Australia,"2,022",100,0,0,"2,022",100,Provisional,,,
202304,302899079,"Fish; fresh or chilled, n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,Australia,"385,331","37,585",0,0,"385,331","37,585",Provisional,,,
202304,302899079,"Fish; fresh or chilled, n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,Hong Kong (Special Administrative Region),376,16,0,0,376,16,Provisional,,,
202304,302899079,"Fish; fresh or chilled, n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,United States of America,"130,969","5,994",0,0,"130,969","5,994",Provisional,,,
202304,303120015,"Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), headed and gutted",KGM,"China, People's Republic of","62,118","4,183",0,0,"62,118","4,183",Provisional,,,
202304,303120015,"Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), headed and gutted",KGM,Samoa,"32,232","2,010",0,0,"32,232","2,010",Provisional,,,
202304,303120029,"Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), excluding fillets, meat of 0304, and edible fish offal of 0303.9, other than whole or headed and gutted",KGM,Australia,"13,665","10,455",0,0,"13,665","10,455",Provisional,,,
202304,303120029,"Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), excluding fillets, meat of 0304, and edible fish offal of 0303.9, other than whole or headed and gutted",KGM,"China, People's Republic of","198,236","16,843",0,0,"198,236","16,843",Provisional,,,
202304,303120029,"Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), excluding fillets, meat of 0304, and edible fish offal of 0303.9, other than whole or headed and gutted",KGM,Kiribati,"2,816",70,0,0,"2,816",70,Provisional,,,
202304,303120029,"Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), excluding fillets, meat of 0304, and edible fish offal of 0303.9, other than whole or headed and gutted",KGM,Taiwan,"100,516","9,741",0,0,"100,516","9,741",Provisional,,,
202304,303130010,"Fish; frozen, Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), whole",KGM,Papua New Guinea,"9,900",300,0,0,"9,900",300,Provisional,,,
202304,303190039,"Fish; frozen, salmonidae, n.e.c. in item no. 0303.1, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,Cook Islands,"3,463",95,0,0,"3,463",95,Provisional,,,
202304,303260029,"Fish; frozen, eels (Anguilla spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,France,"143,731","7,332",0,0,"143,731","7,332",Provisional,,,
202304,303290049,"Fish; frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,Australia,"1,327",300,0,0,"1,327",300,Provisional,,,
202304,303290049,"Fish; frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,Ukraine,"13,449","3,165",0,0,"13,449","3,165",Provisional,,,
202304,303330011,"Fish; frozen, sole (Solea spp.), headed and gutted",KGM,Australia,"52,442","6,670",0,0,"52,442","6,670",Provisional,,,
202304,303390002,"Fish; frozen, flounder, whole",KGM,Australia,"23,182","1,980",0,0,"23,182","1,980",Provisional,,,
202304,303390012,"Fish; frozen, lemon sole, whole",KGM,Australia,"2,682",330,0,0,"2,682",330,Provisional,,,
202304,303390012,"Fish; frozen, lemon sole, whole",KGM,Spain,"182,326","23,920",0,0,"182,326","23,920",Provisional,,,
202304,303390012,"Fish; frozen, lemon sole, whole",KGM,Singapore,"1,146",120,0,0,"1,146",120,Provisional,,,
202304,303390021,"Fish; frozen, New Zealand sole, whole",KGM,Australia,"17,013","2,430",0,0,"17,013","2,430",Provisional,,,
202304,303390021,"Fish; frozen, New Zealand sole, whole",KGM,Hong Kong (Special Administrative Region),"4,110",500,0,0,"4,110",500,Provisional,,,
202304,303390021,"Fish; frozen, New Zealand sole, whole",KGM,French Polynesia,"2,912",430,0,0,"2,912",430,Provisional,,,
202304,303390028,"Fish; frozen, flat fish, n.e.c. in item no. 0303.3, whole",KGM,Australia,"2,706",230,0,0,"2,706",230,Provisional,,,
202304,303390051,"Fish; frozen, New Zealand sole, headed and gutted",KGM,Australia,"3,108",730,0,0,"3,108",730,Provisional,,,
202304,303410001,"Fish; frozen, albacore or longfinned tunas (Thunnus alalunga), whole",KGM,Thailand,"526,969","95,286",0,0,"526,969","95,286",Provisional,,,
202304,303410001,"Fish; frozen, albacore or longfinned tunas (Thunnus alalunga), whole",KGM,Viet Nam,"251,396","47,150",0,0,"251,396","47,150",Provisional,,,
202304,303490015,"Fish; frozen, tuna, n.e.c. in item no. 0303.4, headed and gutted",KGM,Australia,"22,301","13,480",0,0,"22,301","13,480",Provisional,,,
202304,303540010,"Fish; frozen, blue mackerel (Scomber australasicus), whole",KGM,Belarus,"151,956","80,175",0,0,"151,956","80,175",Provisional,,,
202304,303540010,"Fish; frozen, blue mackerel (Scomber australasicus), whole",KGM,Cote D'Ivoire,"781,080","494,600",0,0,"781,080","494,600",Provisional,,,
202304,303540010,"Fish; frozen, blue mackerel (Scomber australasicus), whole",KGM,Fiji,"380,695","206,975",0,0,"380,695","206,975",Provisional,,,
202304,303540010,"Fish; frozen, blue mackerel (Scomber australasicus), whole",KGM,Philippines,"97,553","54,000",0,0,"97,553","54,000",Provisional,,,
202304,303540019,"Fish; frozen, blue mackerel (Scomber australasicus), headed and gutted",KGM,Japan,479,180,0,0,479,180,Provisional,,,
202304,303540019,"Fish; frozen, blue mackerel (Scomber australasicus), headed and gutted",KGM,Lithuania,"12,108","5,846",0,0,"12,108","5,846",Provisional,,,
202304,303540031,"Fish; frozen, blue mackerel (Scomber australasicus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,Georgia,"25,390","11,620",0,0,"25,390","11,620",Provisional,,,
202304,303540031,"Fish; frozen, blue mackerel (Scomber australasicus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,Russia,"59,771","23,040",0,0,"59,771","23,040",Provisional,,,
202304,303550010,"Fish; frozen, jack mackerel (Trachurus spp.), whole",KGM,Angola,"73,535","43,500",0,0,"73,535","43,500",Provisional,,,
202304,303550010,"Fish; frozen, jack mackerel (Trachurus spp.), whole",KGM,Canada,"66,108","27,000",0,0,"66,108","27,000",Provisional,,,
202304,303550010,"Fish; frozen, jack mackerel (Trachurus spp.), whole",KGM,Congo,"93,720","54,000",0,0,"93,720","54,000",Provisional,,,
202304,303550010,"Fish; frozen, jack mackerel (Trachurus spp.), whole",KGM,Cameroon,"6,985,809","3,306,670",0,0,"6,985,809","3,306,670",Provisional,,,
202304,303550010,"Fish; frozen, jack mackerel (Trachurus spp.), whole",KGM,Mozambique,"220,665","187,495",0,0,"220,665","187,495",Provisional,,,
202304,303550010,"Fish; frozen, jack mackerel (Trachurus spp.), whole",KGM,Togo,"323,011","135,000",0,0,"323,011","135,000",Provisional,,,
202304,303550019,"Fish; frozen, jack mackerel (Trachurus spp.), headed and gutted",KGM,"China, People's Republic of","810,668","268,537",0,0,"810,668","268,537",Provisional,,,
202304,303550019,"Fish; frozen, jack mackerel (Trachurus spp.), headed and gutted",KGM,Japan,"82,995","21,473",0,0,"82,995","21,473",Provisional,,,
202304,303550019,"Fish; frozen, jack mackerel (Trachurus spp.), headed and gutted",KGM,Lithuania,"140,803","54,000",0,0,"140,803","54,000",Provisional,,,
202304,303550019,"Fish; frozen, jack mackerel (Trachurus spp.), headed and gutted",KGM,Russia,"3,751","1,200",0,0,"3,751","1,200",Provisional,,,
202304,303550019,"Fish; frozen, jack mackerel (Trachurus spp.), headed and gutted",KGM,Thailand,"178,095","49,980",0,0,"178,095","49,980",Provisional,,,
202304,303550019,"Fish; frozen, jack mackerel (Trachurus spp.), headed and gutted",KGM,Viet Nam,"544,649","160,876",0,0,"544,649","160,876",Provisional,,,
202304,303550031,"Fish; frozen, jack mackerel (Trachurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"China, People's Republic of","541,443","155,900",0,0,"541,443","155,900",Provisional,,,
202304,303550031,"Fish; frozen, jack mackerel (Trachurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,Georgia,"23,559","10,960",0,0,"23,559","10,960",Provisional,,,
202304,303550031,"Fish; frozen, jack mackerel (Trachurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,Lithuania,"91,742","26,996",0,0,"91,742","26,996",Provisional,,,
202304,303550031,"Fish; frozen, jack mackerel (Trachurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,Viet Nam,"343,502","100,000",0,0,"343,502","100,000",Provisional,,,
202304,303550049,"Fish; frozen, horse mackerel (Trachurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"China, People's Republic of","57,027","16,980",0,0,"57,027","16,980",Provisional,,,
202304,303660010,"Fish; frozen, hake (Merluccius spp., Urophycis spp.), whole",KGM,Australia,268,43,0,0,268,43,Provisional,,,
202304,303660015,"Fish; frozen, hake (Merluccius spp., Urophycis spp.), headed and gutted",KGM,Spain,"511,255","97,314",0,0,"511,255","97,314",Provisional,,,
202304,303660015,"Fish; frozen, hake (Merluccius spp., Urophycis spp.), headed and gutted",KGM,Portugal,"162,610","31,579",0,0,"162,610","31,579",Provisional,,,
202304,303680010,"Fish; frozen, southern blue whitings (Micromesistius australis), whole",KGM,Viet Nam,"2,743",720,0,0,"2,743",720,Provisional,,,
202304,303680015,"Fish; frozen, southern blue whitings (Micromesistius australis), headed and gutted",KGM,"China, People's Republic of","164,014","476,180",0,0,"164,014","476,180",Provisional,,,
202304,303680015,"Fish; frozen, southern blue whitings (Micromesistius australis), headed and gutted",KGM,Indonesia,"362,156","100,000",0,0,"362,156","100,000",Provisional,,,
202304,303680015,"Fish; frozen, southern blue whitings (Micromesistius australis), headed and gutted",KGM,Romania,"71,795","25,100",0,0,"71,795","25,100",Provisional,,,
202304,303680015,"Fish; frozen, southern blue whitings (Micromesistius australis), headed and gutted",KGM,Viet Nam,"157,477","50,000",0,0,"157,477","50,000",Provisional,,,
202304,303680020,"Fish; frozen, southern blue whitings (Micromesistius australis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"Korea, Republic of","6,175","2,227",0,0,"6,175","2,227",Provisional,,,
202304,303690015,"Fish; frozen, n.e.c. in item no. 0303.6, whole",KGM,Lithuania,"50,570","49,974",0,0,"50,570","49,974",Provisional,,,
202304,303690019,"Fish; frozen, hoki, headed and gutted",KGM,"China, People's Republic of","1,436,448","360,122",0,0,"1,436,448","360,122",Provisional,,,
202304,303690019,"Fish; frozen, hoki, headed and gutted",KGM,Thailand,"1,291",70,0,0,"1,291",70,Provisional,,,
202304,303690019,"Fish; frozen, hoki, headed and gutted",KGM,Viet Nam,"82,256","21,046",0,0,"82,256","21,046",Provisional,,,
202304,303690023,"Fish; frozen, red cod, headed and gutted",KGM,Lithuania,"39,509","11,420",0,0,"39,509","11,420",Provisional,,,
202304,303690023,"Fish; frozen, red cod, headed and gutted",KGM,Portugal,"2,559",860,0,0,"2,559",860,Provisional,,,
202304,303690023,"Fish; frozen, red cod, headed and gutted",KGM,Ukraine,"10,356","3,344",0,0,"10,356","3,344",Provisional,,,
202304,303690031,"Fish; frozen, hoki, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,Georgia,"11,235","4,940",0,0,"11,235","4,940",Provisional,,,
202304,303690037,"Fish; frozen, red cod, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,Bulgaria,"19,095","5,628",0,0,"19,095","5,628",Provisional,,,
202304,303690037,"Fish; frozen, red cod, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,Lithuania,"48,494","12,240",0,0,"48,494","12,240",Provisional,,,
202304,303690037,"Fish; frozen, red cod, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,Portugal,"55,015","17,645",0,0,"55,015","17,645",Provisional,,,
202304,303690037,"Fish; frozen, red cod, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,Ukraine,"10,286","3,364",0,0,"10,286","3,364",Provisional,,,
202304,303690049,"Fish; frozen, n.e.c. in item no. 0303.6, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"China, People's Republic of","2,240",375,0,0,"2,240",375,Provisional,,,
202304,303690049,"Fish; frozen, n.e.c. in item no. 0303.6, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,Fiji,0,0,"2,554",290,"2,554",290,Provisional,,,
202304,303690049,"Fish; frozen, n.e.c. in item no. 0303.6, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"Korea, Republic of","5,230","2,775",0,0,"5,230","2,775",Provisional,,,
202304,303810059,"Fish; frozen, dogfish and other sharks n.e.c. in item no. 0303.81, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,Ukraine,"102,037","30,856",0,0,"102,037","30,856",Provisional,,,
202304,303820015,"Fish; frozen, rays and skates (Rajidae), headed and gutted",KGM,"China, People's Republic of","5,839","1,810",0,0,"5,839","1,810",Provisional,,,
202304,303820029,"Fish; frozen, rays and skates (Rajidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"China, People's Republic of","18,174","5,061",0,0,"18,174","5,061",Provisional,,,
202304,303820029,"Fish; frozen, rays and skates (Rajidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,France,"32,583","4,875",0,0,"32,583","4,875",Provisional,,,
202304,303820029,"Fish; frozen, rays and skates (Rajidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,Italy,"63,015","10,250",0,0,"63,015","10,250",Provisional,,,
202304,303820029,"Fish; frozen, rays and skates (Rajidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,Malaysia,"4,980","1,262",0,0,"4,980","1,262",Provisional,,,
202304,303830017,"Fish; frozen, Antarctic toothfish (Dissostichus mawsoni), headed and gutted",KGM,Taiwan,"2,584,885","45,279",0,0,"2,584,885","45,279",Provisional,,,
202304,303830017,"Fish; frozen, Antarctic toothfish (Dissostichus mawsoni), headed and gutted",KGM,United States of America,"5,251,875","94,716",0,0,"5,251,875","94,716",Provisional,,,
202304,303830017,"Fish; frozen, Antarctic toothfish (Dissostichus mawsoni), headed and gutted",KGM,Viet Nam,"412,839","7,272",0,0,"412,839","7,272",Provisional,,,
202304,303830031,"Fish; frozen, Antarctic toothfish (Dissostichus mawsoni), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,Canada,"312,906","7,528",0,0,"312,906","7,528",Provisional,,,
202304,303830031,"Fish; frozen, Antarctic toothfish (Dissostichus mawsoni), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,"China, People's Republic of","286,137","20,200",0,0,"286,137","20,200",Provisional,,,
202304,303830031,"Fish; frozen, Antarctic toothfish (Dissostichus mawsoni), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,Taiwan,"1,905,393","39,040",0,0,"1,905,393","39,040",Provisional,,,
202304,303830031,"Fish; frozen, Antarctic toothfish (Dissostichus mawsoni), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99, other than whole or headed and gutted",KGM,United States of America,"2,864,399","54,331",0,0,"2,864,399","54,331",Provisional,,,
202304,303891010,"Fish; frozen, alfonsino, whole",KGM,Australia,"1,749",245,0,0,"1,749",245,Provisional,,,
202304,303891010,"Fish; frozen, alfonsino, whole",KGM,Viet Nam,"167,213","31,896",0,0,"167,213","31,896",Provisional,,,
202304,303891013,"Fish; frozen, barracouta, whole",KGM,South Africa,"95,778","53,611",0,0,"95,778","53,611",Provisional,,,
202304,303891025,"Fish; frozen, gurnard, whole",KGM,"China, People's Republic of","55,996","24,460",0,0,"55,996","24,460",Provisional,,,
202304,303891025,"Fish; frozen, gurnard, whole",KGM,Viet Nam,"9,981","1,840",0,0,"9,981","1,840",Provisional,,,
202304,303891031,"Fish; frozen, kahawai, whole",KGM,Australia,"7,507","3,480",0,0,"7,507","3,480",Provisional,,,
202304,303891031,"Fish; frozen, kahawai, whole",KGM,Cote D'Ivoire,"84,217","45,360",0,0,"84,217","45,360",Provisional,,,
202304,303891033,"Fish; frozen, leatherjacket, whole",KGM,"China, People's Republic of","34,721","9,470",0,0,"34,721","9,470",Provisional,,,
202304,303891033,"Fish; frozen, leatherjacket, whole",KGM,"Korea, Republic of","25,371","7,000",0,0,"25,371","7,000",Provisional,,,
202304,303891035,"Fish; frozen, ling, whole",KGM,"China, People's Republic of","3,390",504,0,0,"3,390",504,Provisional,,,
202304,303891043,"Fish; frozen, whole",KGM,"China, People's Republic of","290,389","29,280",0,0,"290,389","29,280",Provisional,,,
202304,303891043,"Fish; frozen, whole",KGM,Malaysia,"56,236","5,744",0,0,"56,236","5,744",Provisional,,,
202304,303891043,"Fish; frozen, whole",KGM,Singapore,"5,284",300,0,0,"5,284",300,Provisional,,,
202304,303891051,"Fish; frozen, sea perch, whole",KGM,"China, People's Republic of","117,800","50,036",0,0,"117,800","50,036",Provisional,,,
202304,303891051,"Fish; frozen, sea perch, whole",KGM,Viet Nam,"35,033","23,702",0,0,"35,033","23,702",Provisional,,,
202304,303891053,"Fish; frozen, snapper, whole",KGM,Denmark,"183,023","19,210",0,0,"183,023","19,210",Provisional,,,
202304,303891053,"Fish; frozen, snapper, whole",KGM,Italy,"18,085","3,550",0,0,"18,085","3,550",Provisional,,,
202304,303891053,"Fish; frozen, snapper, whole",KGM,Portugal,"18,246","2,472",0,0,"18,246","2,472",Provisional,,,
202304,303891055,"Fish; frozen, tarakihi, whole",KGM,"China, People's Republic of","1,159",540,0,0,"1,159",540,Provisional,,,
202304,303891057,"Fish; frozen, trevally, whole",KGM,"China, People's Republic of","29,867","9,455",0,0,"29,867","9,455",Provisional,,,
202304,303891057,"Fish; frozen, trevally, whole",KGM,France,"62,442","23,990",0,0,"62,442","23,990",Provisional,,,
202304,303891057,"Fish; frozen, trevally, whole",KGM,United Kingdom,"67,772","24,000",0,0,"67,772","24,000",Provisional,,,
202304,303891079,"Fish; frozen, n.e.c. in heading 0303, whole",KGM,Australia,54,1,0,0,54,1,Provisional,,,
202304,303891079,"Fish; frozen, n.e.c. in heading 0303, whole",KGM,Belarus,"136,518","81,000",0,0,"136,518","81,000",Provisional,,,
202304,303891079,"Fish; frozen, n.e.c. in heading 0303, whole",KGM,Cote D'Ivoire,"39,014","27,000",0,0,"39,014","27,000",Provisional,,,
202304,303891079,"Fish; frozen, n.e.c. in heading 0303, whole",KGM,Nigeria,"280,824","216,000",0,0,"280,824","216,000",Provisional,,,
202304,303891079,"Fish; frozen, n.e.c. in heading 0303, whole",KGM,Ukraine,"38,650","26,700",0,0,"38,650","26,700",Provisional,,,
202304,303892010,"Fish; frozen, alfonsino, headed and gutted",KGM,Australia,54,10,0,0,54,10,Provisional,,,
202304,303892010,"Fish; frozen, alfonsino, headed and gutted",KGM,Japan,"758,853","63,900",0,0,"758,853","63,900",Provisional,,,
202304,303892010,"Fish; frozen, alfonsino, headed and gutted",KGM,Viet Nam,"369,017","40,662",0,0,"369,017","40,662",Provisional,,,
202304,303892013,"Fish; frozen, barracouta, headed and gutted",KGM,"China, People's Republic of","677,792","295,068",0,0,"677,792","295,068",Provisional,,,
202304,303892013,"Fish; frozen, barracouta, headed and gutted",KGM,Mauritius,"288,708","108,000",0,0,"288,708","108,000",Provisional,,,
202304,303892013,"Fish; frozen, barracouta, headed and gutted",KGM,South Africa,"983,440","413,097",0,0,"983,440","413,097",Provisional,,,
202304,303892015,"Fish; frozen, bluenose, headed and gutted",KGM,Viet Nam,"20,344","1,981",0,0,"20,344","1,981",Provisional,,,
202304,303892019,"Fish; frozen, cardinal fish, headed and gutted",KGM,Australia,54,24,0,0,54,24,Provisional,,,
202304,303892021,"Fish; frozen, gemfish, headed and gutted",KGM,"China, People's Republic of","6,317","2,411",0,0,"6,317","2,411",Provisional,,,
202304,303892021,"Fish; frozen, gemfish, headed and gutted",KGM,Georgia,"115,362","26,674",0,0,"115,362","26,674",Provisional,,,
202304,303892021,"Fish; frozen, gemfish, headed and gutted",KGM,Viet Nam,"108,405","30,744",0,0,"108,405","30,744",Provisional,,,
202304,303892022,"Fish; frozen, ghostshark, headed and gutted",KGM,"China, People's Republic of","3,678","2,340",0,0,"3,678","2,340",Provisional,,,
202304,303892022,"Fish; frozen, ghostshark, headed and gutted",KGM,Lithuania,"46,921","20,819",0,0,"46,921","20,819",Provisional,,,
202304,303892023,"Fish; frozen, groper, headed and gutted",KGM,Portugal,"23,733","2,883",0,0,"23,733","2,883",Provisional,,,
202304,303892035,"Fish; frozen, ling, headed and gutted",KGM,"China, People's Republic of","1,809",197,0,0,"1,809",197,Provisional,,,
202304,303892035,"Fish; frozen, ling, headed and gutted",KGM,Spain,"191,896","30,737",0,0,"191,896","30,737",Provisional,,,
202304,303892035,"Fish; frozen, ling, headed and gutted",KGM,Portugal,"112,629","28,684",0,0,"112,629","28,684",Provisional,,,
202304,303892035,"Fish; frozen, ling, headed and gutted",KGM,South Africa,"736,772","126,880",0,0,"736,772","126,880",Provisional,,,
202304,303892039,"Fish; frozen, monkfish, headed and gutted",KGM,Viet Nam,"14,682","4,929",0,0,"14,682","4,929",Provisional,,,
202304,303892043,"Fish; frozen, orange roughy, headed and gutted",KGM,"China, People's Republic of","1,352",193,0,0,"1,352",193,Provisional,,,
202304,303892045,"Fish; frozen, oreo dory, black, headed and gutted",KGM,"China, People's Republic of","25,127","7,011",0,0,"25,127","7,011",Provisional,,,
